category,room_count,bathroom_count,size,type,price,city,region
Appartements,1.0,1.0,66.0,À Vendre,170000.0,Tunis,L'aouina
Appartements,3.0,2.0,127.0,À Vendre,310000.0,Tunis,L'aouina
"Magasins, Commerces et Locaux industriels",1.0,1.0,32.0,À Louer,1700.0,Tunis,Tunis
"Magasins, Commerces et Locaux industriels",2.0,2.0,100.0,À Louer,4000.0,Tunis,Tunis
Locations de vacances,1.0,1.0,60.0,À Louer,45.0,Tunis,Autres villes
Appartements,2.0,1.0,78.0,À Louer,70.0,Tunis,Tunis
"Magasins, Commerces et Locaux industriels",1.0,1.0,20.0,À Vendre,8000000.0,Tunis,L'aouina
Appartements,2.0,1.0,70.0,À Louer,250.0,Tunis,La Marsa
Appartements,2.0,1.0,70.0,À Louer,600.0,Tunis,L'aouina
Appartements,2.0,1.0,80.0,À Louer,850.0,Tunis,Menzah
Appartements,1.0,1.0,50.0,À Louer,300.0,Tunis,Autres villes
Colocations,3.0,1.0,90.0,À Louer,125.0,Tunis,Autres villes
Maisons et Villas,2.0,2.0,150.0,À Louer,800.0,Tunis,Ettahrir
Appartements,2.0,1.0,70.0,À Louer,450.0,Tunis,Autres villes
"Magasins, Commerces et Locaux industriels",2.0,1.0,80.0,À Louer,1100.0,Tunis,Menzah
Maisons et Villas,3.0,1.0,150.0,À Louer,150.0,Tunis,L'aouina
"Magasins, Commerces et Locaux industriels",1.0,1.0,35.0,À Louer,400.0,Tunis,Autres villes
Appartements,4.0,2.0,100.0,À Vendre,110000.0,Tunis,Autres villes
"Magasins, Commerces et Locaux industriels",8.0,3.0,150.0,À Vendre,350000.0,Tunis,La Marsa
"Magasins, Commerces et Locaux industriels",1.0,1.0,40.0,À Louer,2500.0,Tunis,Autres villes
Maisons et Villas,2.0,1.0,772.0,À Vendre,1300000.0,Tunis,La Marsa
Maisons et Villas,4.0,3.0,600.0,À Louer,3000.0,Tunis,Autres villes
Appartements,1.0,1.0,60.0,À Louer,400.0,Tunis,Autres villes
Appartements,3.0,1.0,110.0,À Vendre,242000.0,Tunis,Menzah
Maisons et Villas,1.0,1.0,100.0,À Louer,130.0,Tunis,Cité El Khadra
Bureaux et Plateaux,3.0,1.0,75.0,À Louer,1200.0,Tunis,Menzah
"Magasins, Commerces et Locaux industriels",2.0,1.0,450.0,À Vendre,55000000000.0,Tunis,Tunis
Maisons et Villas,5.0,2.0,300.0,À Vendre,220000.0,Tunis,El Kabaria
"Magasins, Commerces et Locaux industriels",2.0,2.0,130.0,À Louer,30.0,Tunis,Autres villes
Appartements,2.0,1.0,100.0,À Louer,700.0,Tunis,L'aouina
Appartements,3.0,2.0,190.0,À Louer,3000.0,Tunis,La Marsa
Maisons et Villas,1.0,1.0,100.0,À Louer,130.0,Tunis,Cité El Khadra
Appartements,3.0,2.0,175.0,À Vendre,700000.0,Tunis,L'aouina
Appartements,2.0,2.0,120.0,À Vendre,480000.0,Tunis,L'aouina
Appartements,3.0,1.0,65.0,À Louer,420.0,Tunis,Autres villes
Appartements,2.0,1.0,115.0,À Louer,1000.0,Tunis,Menzah
"Magasins, Commerces et Locaux industriels",1.0,2.0,80.0,À Vendre,180000.0,Tunis,Sidi El Béchir
Maisons et Villas,7.0,7.0,1000.0,À Louer,10000.0,Tunis,Le Kram
Appartements,3.0,1.0,100.0,À Louer,400.0,Tunis,Autres villes
Appartements,2.0,1.0,82.0,À Louer,900.0,Tunis,Menzah
Terrains et Fermes,,,,À Vendre,800000.0,Tunis,Autres villes
Bureaux et Plateaux,2.0,8.0,370.0,À Louer,6000.0,Tunis,Le Kram
Appartements,2.0,2.0,138.0,À Louer,3000.0,Tunis,Le Kram
Appartements,2.0,2.0,150.0,À Louer,4500.0,Tunis,Le Kram
Bureaux et Plateaux,3.0,2.0,103.0,À Vendre,435540.0,Tunis,La Marsa
Colocations,1.0,1.0,100.0,À Vendre,800000.0,Tunis,Autres villes
Bureaux et Plateaux,3.0,2.0,142.0,À Vendre,699000.0,Tunis,La Marsa
Appartements,2.0,1.0,70.0,À Louer,2000.0,Tunis,La Marsa
Bureaux et Plateaux,3.0,2.0,120.0,À Louer,3200.0,Tunis,La Marsa
"Magasins, Commerces et Locaux industriels",2.0,2.0,180.0,À Vendre,45000.0,Tunis,Menzah
Maisons et Villas,3.0,1.0,240.0,À Vendre,335000.0,Tunis,Le Bardo
"Magasins, Commerces et Locaux industriels",1.0,1.0,45.0,À Vendre,500000.0,Tunis,Le Kram
Maisons et Villas,4.0,1.0,270.0,À Vendre,180000.0,Tunis,Autres villes
Appartements,1.0,1.0,60.0,À Louer,1700.0,Tunis,Carthage
Bureaux et Plateaux,4.0,2.0,120.0,À Louer,1800.0,Tunis,La Marsa
Appartements,3.0,1.0,140.0,À Vendre,340000.0,Tunis,Menzah
Appartements,2.0,1.0,90.0,À Louer,1800.0,Tunis,L'aouina
Appartements,2.0,2.0,148.0,À Vendre,700000.0,Tunis,Le Kram
Appartements,2.0,2.0,138.0,À Vendre,660000.0,Tunis,Le Kram
Bureaux et Plateaux,1.0,1.0,200.0,À Louer,986000.0,Tunis,La Marsa
Maisons et Villas,4.0,2.0,185.0,À Vendre,320000.0,Tunis,Autres villes
Terrains et Fermes,,,,À Vendre,720000.0,Tunis,La Marsa
Terrains et Fermes,,,,À Vendre,82000.0,Tunis,Agba
Appartements,2.0,2.0,280.0,À Vendre,1500000.0,Tunis,Le Kram
Appartements,3.0,3.0,100.0,À Louer,1400.0,Tunis,La Marsa
Terrains et Fermes,,,,À Vendre,65000.0,Tunis,Sidi Hassine
Appartements,1.0,1.0,50.0,À Louer,350.0,Tunis,Le Bardo
Appartements,4.0,3.0,237.0,À Louer,3800.0,Tunis,La Marsa
Appartements,3.0,1.0,90.0,À Vendre,250000.0,Tunis,Autres villes
Bureaux et Plateaux,8.0,2.0,220.0,À Louer,4800.0,Tunis,La Marsa
Maisons et Villas,3.0,2.0,140.0,À Louer,650.0,Tunis,La Marsa
Locations de vacances,2.0,1.0,55.0,À Louer,130.0,Tunis,L'aouina
Bureaux et Plateaux,3.0,1.0,125.0,À Louer,1700.0,Tunis,La Marsa
Bureaux et Plateaux,4.0,2.0,160.0,À Louer,2500.0,Tunis,La Marsa
"Magasins, Commerces et Locaux industriels",1.0,1.0,140.0,À Vendre,220000.0,Tunis,Autres villes
Appartements,2.0,1.0,55.0,À Vendre,68000.0,Tunis,Autres villes
Bureaux et Plateaux,3.0,1.0,120.0,À Louer,1500.0,Tunis,Carthage
Terrains et Fermes,,,,À Vendre,600000.0,Tunis,La Marsa
Bureaux et Plateaux,4.0,1.0,150.0,À Louer,1800.0,Tunis,Tunis
Appartements,2.0,2.0,140.0,À Louer,2000.0,Tunis,La Marsa
Appartements,1.0,1.0,52.0,À Vendre,180000.0,Tunis,La Marsa
"Magasins, Commerces et Locaux industriels",3.0,1.0,580.0,À Louer,3600.0,Tunis,Centre Ville - Lafayette
Maisons et Villas,4.0,2.0,150.0,À Louer,3500.0,Tunis,Sidi Bou Said
Maisons et Villas,3.0,1.0,250.0,À Louer,5000.0,Tunis,La Marsa
Appartements,3.0,1.0,158.0,À Louer,2500.0,Tunis,Sidi Daoud
Appartements,2.0,1.0,100.0,À Louer,350.0,Tunis,Autres villes
Appartements,1.0,1.0,60.0,À Louer,450.0,Tunis,Tunis
Appartements,3.0,1.0,90.0,À Louer,600.0,Tunis,Autres villes
Maisons et Villas,4.0,2.0,250.0,À Louer,1600.0,Tunis,Autres villes
Appartements,1.0,1.0,73.0,À Louer,160.0,Tunis,Le Kram
Locations de vacances,3.0,2.0,125.0,À Louer,90.0,Tunis,L'aouina
Appartements,1.0,1.0,76.0,À Louer,1000.0,Tunis,Carthage
"Magasins, Commerces et Locaux industriels",1.0,1.0,35.0,À Louer,1200.0,Tunis,L'aouina
Maisons et Villas,4.0,1.0,180.0,À Vendre,50000.0,Tunis,Autres villes
Appartements,2.0,1.0,90.0,À Louer,1800.0,Tunis,L'aouina
Maisons et Villas,3.0,1.0,111.0,À Vendre,130000.0,Tunis,Centre Urbain Nord
Maisons et Villas,4.0,1.0,400.0,À Louer,600.0,Tunis,Sidi Hassine
"Magasins, Commerces et Locaux industriels",1.0,1.0,160.0,À Louer,1200.0,Tunis,L'aouina
Appartements,3.0,1.0,115.0,À Vendre,250000.0,Tunis,Menzah
Bureaux et Plateaux,2.0,1.0,70.0,À Louer,720.0,Tunis,Centre Ville - Lafayette
Appartements,2.0,1.0,100.0,À Louer,900.0,Tunis,Menzah
Appartements,1.0,1.0,75.0,À Louer,875.0,Tunis,Menzah
Terrains et Fermes,,,,À Vendre,45000.0,Tunis,Autres villes
Terrains et Fermes,,,,À Vendre,650000.0,Tunis,Autres villes
Terrains et Fermes,,,,À Vendre,900000.0,Tunis,La Marsa
"Magasins, Commerces et Locaux industriels",1.0,1.0,63.0,À Louer,3500.0,Tunis,La Marsa
"Magasins, Commerces et Locaux industriels",1.0,1.0,40.0,À Louer,800.0,Tunis,La Marsa
Maisons et Villas,3.0,3.0,300.0,À Louer,6000.0,Tunis,Tunis
Appartements,2.0,1.0,60.0,À Vendre,225000.0,Tunis,Centre Urbain Nord
Appartements,4.0,1.0,200.0,À Louer,2900.0,Tunis,La Marsa
Appartements,2.0,1.0,65.0,À Louer,430.0,Tunis,Autres villes
Maisons et Villas,4.0,3.0,380.0,À Louer,4000.0,Tunis,Tunis
Appartements,1.0,1.0,48.0,À Louer,800.0,Tunis,Manar
Appartements,2.0,1.0,120.0,À Louer,2500.0,Tunis,Tunis
Appartements,2.0,1.0,80.0,À Louer,550.0,Tunis,Carthage
Appartements,2.0,1.0,70.0,À Louer,550.0,Tunis,Tunis
Appartements,2.0,1.0,70.0,À Louer,110.0,Tunis,Centre Urbain Nord
Appartements,2.0,1.0,70.0,À Louer,200.0,Tunis,Manar
Appartements,2.0,2.0,118.0,À Vendre,228000.0,Tunis,L'aouina
Maisons et Villas,6.0,3.0,250.0,À Louer,4500.0,Tunis,La Marsa
Appartements,1.0,1.0,20.0,À Louer,220.0,Tunis,Tunis
Maisons et Villas,3.0,2.0,250.0,À Vendre,450000.0,Tunis,Menzah
Terrains et Fermes,,,,À Vendre,440000.0,Tunis,Menzah
Bureaux et Plateaux,3.0,2.0,133.0,À Vendre,280000.0,Tunis,Tunis
Bureaux et Plateaux,4.0,2.0,120.0,À Louer,1700.0,Tunis,Mutuelleville
Bureaux et Plateaux,5.0,2.0,190.0,À Louer,3000.0,Tunis,Tunis
Appartements,2.0,1.0,83.0,À Louer,1600.0,Tunis,Centre Urbain Nord
Maisons et Villas,3.0,2.0,150.0,À Louer,380.0,Tunis,Ezzouhour
"Magasins, Commerces et Locaux industriels",2.0,1.0,50.0,À Louer,25000.0,Tunis,La Marsa
Appartements,2.0,1.0,65.0,À Louer,400.0,Tunis,Ezzouhour
Appartements,3.0,1.0,80.0,À Louer,550.0,Tunis,Le Bardo
Bureaux et Plateaux,4.0,1.0,110.0,À Louer,1800.0,Tunis,Sidi Bou Said
Appartements,3.0,2.0,126.0,À Vendre,250000.0,Tunis,L'aouina
Maisons et Villas,3.0,1.0,140.0,À Louer,360.0,Tunis,Autres villes
Appartements,3.0,1.0,104.0,À Louer,700.0,Tunis,Autres villes
Maisons et Villas,3.0,1.0,124.0,À Vendre,90000.0,Tunis,Autres villes
Terrains et Fermes,,,,À Vendre,80000.0,Tunis,Autres villes
Appartements,2.0,1.0,160.0,À Louer,700.0,Tunis,Autres villes
"Magasins, Commerces et Locaux industriels",2.0,2.0,60.0,À Vendre,239000.0,Tunis,Manar
"Magasins, Commerces et Locaux industriels",1.0,1.0,1000.0,À Louer,3000.0,Tunis,Autres villes
Appartements,3.0,1.0,70.0,À Louer,725.0,Tunis,Manar
Appartements,4.0,1.0,96.0,À Louer,500.0,Tunis,El Omrane supérieur
Appartements,2.0,1.0,85.0,À Vendre,100000.0,Tunis,Autres villes
Terrains et Fermes,,,,À Vendre,65000.0,Tunis,Sidi Hassine
Maisons et Villas,3.0,1.0,250.0,À Louer,500.0,Tunis,Autres villes
Appartements,3.0,1.0,100.0,À Louer,400.0,Tunis,Autres villes
Appartements,1.0,1.0,30.0,À Louer,250.0,Tunis,La Marsa
Maisons et Villas,4.0,2.0,134.0,À Vendre,220000.0,Tunis,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,1.0,130.0,À Louer,600.0,Tunis,Autres villes
Bureaux et Plateaux,1.0,2.0,280.0,À Louer,5500.0,Tunis,Menzah
Appartements,1.0,1.0,70.0,À Louer,1200.0,Tunis,Autres villes
Bureaux et Plateaux,4.0,1.0,250.0,À Louer,500.0,Tunis,Agba
Maisons et Villas,3.0,3.0,220.0,À Louer,650.0,Tunis,Ezzouhour
Bureaux et Plateaux,4.0,1.0,80.0,À Louer,1000.0,Tunis,Menzah
Terrains et Fermes,,,,À Vendre,360000.0,Tunis,Autres villes
Appartements,3.0,1.0,99.0,À Louer,1000.0,Tunis,Cité El Khadra
Colocations,2.0,2.0,110.0,À Louer,420.0,Tunis,Autres villes
Bureaux et Plateaux,5.0,5.0,1500.0,À Louer,30000.0,Tunis,La Marsa
Appartements,3.0,1.0,122.0,À Vendre,350000.0,Tunis,Menzah
Appartements,2.0,1.0,90.0,À Louer,750.0,Tunis,Centre Ville - Lafayette
Bureaux et Plateaux,9.0,2.0,700.0,À Louer,17500.0,Tunis,La Marsa
Maisons et Villas,6.0,2.0,1120.0,À Vendre,3800000.0,Tunis,Mutuelleville
Bureaux et Plateaux,5.0,2.0,170.0,À Louer,4250.0,Tunis,La Marsa
Maisons et Villas,3.0,2.0,350.0,À Louer,900.0,Tunis,La Marsa
Terrains et Fermes,,,,À Vendre,55000.0,Tunis,Tunis
Maisons et Villas,4.0,2.0,200.0,À Louer,1250.0,Tunis,L'aouina
Maisons et Villas,8.0,2.0,340.0,À Vendre,600000.0,Tunis,Carthage
Bureaux et Plateaux,1.0,4.0,1500.0,À Louer,30000.0,Tunis,La Marsa
Appartements,2.0,2.0,167.0,À Vendre,448000.0,Tunis,La Marsa
Maisons et Villas,3.0,1.0,150.0,À Louer,1500.0,Tunis,L'aouina
Appartements,2.0,2.0,136.0,À Vendre,375000.0,Tunis,La Marsa
Maisons et Villas,4.0,1.0,170.0,À Louer,900.0,Tunis,Menzah
Appartements,2.0,1.0,70.0,À Louer,320.0,Tunis,Sidi El Béchir
Appartements,2.0,1.0,20.0,À Louer,320.0,Tunis,Le Bardo
Bureaux et Plateaux,2.0,1.0,56.0,À Louer,1200.0,Tunis,Centre Urbain Nord
Appartements,2.0,1.0,100.0,À Louer,1500.0,Tunis,La Marsa
Bureaux et Plateaux,3.0,1.0,70.0,À Louer,1500.0,Tunis,Centre Urbain Nord
Bureaux et Plateaux,4.0,4.0,785.0,À Louer,16375.0,Tunis,La Marsa
Bureaux et Plateaux,2.0,1.0,56.0,À Louer,1200.0,Tunis,Centre Urbain Nord
Terrains et Fermes,,,,À Vendre,500000.0,Tunis,Séjoumi
"Magasins, Commerces et Locaux industriels",1.0,1.0,140.0,À Louer,13500.0,Tunis,Tunis
Bureaux et Plateaux,2.0,1.0,60.0,À Louer,550.0,Tunis,Centre Ville - Lafayette
Bureaux et Plateaux,5.0,1.0,150.0,À Louer,1500.0,Tunis,Autres villes
Bureaux et Plateaux,2.0,1.0,80.0,À Louer,700.0,Tunis,Le Bardo
Appartements,3.0,3.0,236.0,À Vendre,625000.0,Tunis,La Marsa
Bureaux et Plateaux,4.0,1.0,150.0,À Louer,2400.0,Tunis,La Marsa
Bureaux et Plateaux,4.0,1.0,109.0,À Vendre,290000.0,Tunis,Tunis
Maisons et Villas,6.0,3.0,500.0,À Vendre,730000.0,Tunis,L'aouina
Appartements,1.0,1.0,75.0,À Louer,570.0,Tunis,Le Bardo
Bureaux et Plateaux,6.0,1.0,320.0,À Louer,5500.0,Tunis,Centre Urbain Nord
Maisons et Villas,5.0,2.0,90.0,À Vendre,150000.0,Tunis,El Kabaria
Appartements,1.0,1.0,70.0,À Louer,850.0,Tunis,Sidi Daoud
Appartements,3.0,1.0,181.0,À Vendre,350000.0,Tunis,Menzah
Appartements,3.0,1.0,100.0,À Louer,1900.0,Tunis,Sidi Bou Said
Maisons et Villas,3.0,2.0,110.0,À Vendre,29255331.0,Tunis,Autres villes
Maisons et Villas,4.0,2.0,475.0,À Vendre,930000.0,Tunis,Menzah
Maisons et Villas,5.0,2.0,307.0,À Vendre,550000.0,Tunis,Menzah
Bureaux et Plateaux,10.0,2.0,550.0,À Louer,7500.0,Tunis,Tunis
Maisons et Villas,2.0,1.0,120.0,À Vendre,180000.0,Tunis,Autres villes
Appartements,1.0,1.0,50.0,À Louer,550.0,Tunis,La Marsa
"Magasins, Commerces et Locaux industriels",1.0,1.0,120.0,À Louer,1800.0,Tunis,Tunis
"Magasins, Commerces et Locaux industriels",1.0,1.0,90.0,À Vendre,100000.0,Tunis,Le Bardo
Appartements,3.0,2.0,150.0,À Louer,2500.0,Tunis,La Marsa
Bureaux et Plateaux,6.0,2.0,150.0,À Vendre,480000.0,Tunis,La Marsa
Bureaux et Plateaux,1.0,1.0,115.0,À Louer,2700.0,Tunis,La Marsa
Maisons et Villas,4.0,2.0,285.0,À Louer,1450.0,Tunis,Manar
Terrains et Fermes,,,,À Vendre,100000.0,Tunis,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,2.0,1020.0,À Louer,5000.0,Tunis,L'aouina
Terrains et Fermes,,,,À Vendre,3500000.0,Tunis,Séjoumi
Maisons et Villas,3.0,2.0,256.0,À Vendre,100000.0,Tunis,Autres villes
Maisons et Villas,3.0,1.0,150.0,À Louer,400.0,Tunis,L'aouina
Maisons et Villas,4.0,2.0,190.0,À Louer,2200.0,Tunis,La Marsa
Appartements,1.0,1.0,70.0,À Louer,2500.0,Tunis,L'aouina
Appartements,1.0,1.0,50.0,À Louer,350.0,Tunis,Le Bardo
Appartements,3.0,2.0,143.0,À Vendre,287000.0,Tunis,L'aouina
Appartements,2.0,1.0,100.0,À Louer,110.0,Tunis,L'aouina
Appartements,2.0,1.0,65.0,À Louer,430.0,Tunis,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,1.0,60.0,À Louer,2500.0,Tunis,Menzah
"Magasins, Commerces et Locaux industriels",1.0,1.0,70.0,À Vendre,55000.0,Tunis,Le Bardo
Bureaux et Plateaux,3.0,2.0,180.0,À Louer,11111.0,Tunis,Centre Urbain Nord
Appartements,3.0,2.0,160.0,À Vendre,560000.0,Tunis,Tunis
Appartements,2.0,2.0,150.0,À Louer,1700.0,Tunis,L'aouina
Appartements,2.0,2.0,151.0,À Vendre,370000.0,Tunis,Tunis
Maisons et Villas,2.0,1.0,109.0,À Vendre,190000.0,Tunis,Autres villes
Maisons et Villas,3.0,1.0,100.0,À Vendre,95000.0,Tunis,Autres villes
Appartements,3.0,3.0,155.0,À Vendre,450000.0,Tunis,Sidi Daoud
Appartements,3.0,3.0,159.0,À Vendre,435000.0,Tunis,Carthage
Appartements,3.0,3.0,151.0,À Louer,2200.0,Tunis,La Marsa
Maisons et Villas,3.0,2.0,270.0,À Vendre,360000.0,Tunis,La Marsa
Maisons et Villas,5.0,2.0,480.0,À Vendre,1330000.0,Tunis,Menzah
Appartements,1.0,1.0,70.0,À Vendre,210000.0,Tunis,Tunis
Appartements,4.0,3.0,202.0,À Vendre,450000.0,Tunis,Tunis
"Magasins, Commerces et Locaux industriels",1.0,1.0,42.0,À Vendre,90000.0,Tunis,Tunis
Bureaux et Plateaux,1.0,4.0,270.0,À Louer,7500.0,Tunis,Tunis
Appartements,3.0,3.0,150.0,À Louer,1700.0,Tunis,Le Kram
"Magasins, Commerces et Locaux industriels",1.0,1.0,42.0,À Vendre,450000.0,Tunis,Tunis
Appartements,3.0,2.0,140.0,À Louer,1200.0,Tunis,La Marsa
Maisons et Villas,4.0,1.0,150.0,À Vendre,750000.0,Tunis,El Ouardia
Colocations,3.0,2.0,100.0,À Louer,150.0,Tunis,El Omrane supérieur
Bureaux et Plateaux,1.0,1.0,30.0,À Louer,780.0,Tunis,Cité Olympique
Maisons et Villas,3.0,1.0,220.0,À Vendre,150000.0,Tunis,Hraïria
Maisons et Villas,3.0,2.0,350.0,À Louer,3500.0,Tunis,La Marsa
Appartements,2.0,1.0,90.0,À Louer,750.0,Tunis,La Marsa
Appartements,3.0,2.0,127.0,À Vendre,235000.0,Tunis,L'aouina
"Magasins, Commerces et Locaux industriels",1.0,1.0,25.0,À Louer,400.0,Tunis,Autres villes
Appartements,2.0,1.0,80.0,À Vendre,155000.0,Tunis,Menzah
Appartements,1.0,1.0,65.0,À Louer,100.0,Tunis,Centre Urbain Nord
Appartements,3.0,2.0,120.0,À Louer,110.0,Tunis,L'aouina
Appartements,2.0,1.0,120.0,À Louer,900.0,Tunis,Autres villes
Appartements,1.0,1.0,55.0,À Louer,500.0,Tunis,Menzah
Bureaux et Plateaux,4.0,1.0,200.0,À Louer,1800.0,Tunis,Manar
Appartements,1.0,1.0,85.0,À Louer,1100.0,Tunis,Le Kram
Appartements,2.0,1.0,150.0,À Louer,1000.0,Tunis,Tunis
Terrains et Fermes,,,,À Vendre,850000.0,Tunis,Tunis
Colocations,3.0,1.0,120.0,À Louer,220.0,Tunis,Centre Ville - Lafayette
Appartements,2.0,2.0,132.0,À Louer,500.0,Tunis,Centre Urbain Nord
Appartements,1.0,1.0,60.0,À Vendre,135000.0,Tunis,L'aouina
Appartements,1.0,1.0,120.0,À Louer,2000.0,Tunis,La Marsa
Appartements,2.0,1.0,105.0,À Vendre,230000.0,Tunis,L'aouina
Maisons et Villas,5.0,5.0,1200.0,À Vendre,7000000.0,Tunis,La Marsa
Appartements,2.0,1.0,132.0,À Louer,130.0,Tunis,Autres villes
Maisons et Villas,2.0,1.0,150.0,À Louer,450.0,Tunis,L'aouina
Appartements,1.0,1.0,73.0,À Louer,825.0,Tunis,Menzah
Maisons et Villas,4.0,3.0,500.0,À Louer,7500.0,Tunis,La Marsa
"Magasins, Commerces et Locaux industriels",1.0,1.0,40.0,À Vendre,30000.0,Tunis,Menzah
Appartements,4.0,1.0,150.0,À Vendre,255000.0,Tunis,Menzah
Appartements,2.0,1.0,75.0,À Louer,850.0,Tunis,Menzah
Appartements,2.0,1.0,70.0,À Louer,1500.0,Tunis,L'aouina
Appartements,1.0,1.0,50.0,À Louer,450.0,Tunis,Tunis
Bureaux et Plateaux,3.0,1.0,100.0,À Louer,600.0,Tunis,Le Bardo
Bureaux et Plateaux,2.0,1.0,90.0,À Louer,1500.0,Tunis,La Marsa
Terrains et Fermes,,,,À Vendre,1025200.0,Tunis,Tunis
Maisons et Villas,2.0,1.0,120.0,À Louer,2700.0,Tunis,Sidi Daoud
Appartements,3.0,2.0,170.0,À Louer,1500.0,Tunis,La Marsa
Appartements,3.0,1.0,118.0,À Vendre,355000.0,Tunis,La Marsa
Maisons et Villas,3.0,1.0,200.0,À Louer,1200.0,Tunis,Menzah
Appartements,1.0,1.0,78.0,À Vendre,147000.0,Tunis,L'aouina
Appartements,2.0,2.0,170.0,À Louer,2000.0,Tunis,La Marsa
Appartements,3.0,1.0,94.0,À Louer,540.0,Tunis,Tunis
Appartements,2.0,1.0,120.0,À Louer,2000.0,Tunis,La Marsa
Appartements,3.0,2.0,140.0,À Vendre,250000.0,Tunis,L'aouina
Maisons et Villas,3.0,2.0,155.0,À Louer,2800.0,Tunis,La Marsa
Appartements,2.0,1.0,90.0,À Louer,650.0,Tunis,Centre Ville - Lafayette
Appartements,2.0,2.0,124.0,À Vendre,225000.0,Tunis,L'aouina
Appartements,3.0,1.0,100.0,À Louer,800.0,Tunis,Menzah
Appartements,1.0,1.0,70.0,À Louer,1700.0,Tunis,La Marsa
Appartements,2.0,2.0,120.0,À Louer,1800.0,Tunis,La Marsa
Bureaux et Plateaux,2.0,2.0,87.0,À Louer,2800.0,Tunis,L'aouina
Terrains et Fermes,,,,À Vendre,650000.0,Tunis,Le Kram
Appartements,3.0,1.0,70.0,À Louer,890.0,Tunis,Menzah
Appartements,1.0,1.0,73.0,À Louer,160.0,Tunis,Le Kram
Appartements,3.0,1.0,140.0,À Louer,980.0,Tunis,Manar
Maisons et Villas,3.0,3.0,600.0,À Louer,4000.0,Tunis,La Marsa
Maisons et Villas,4.0,3.0,260.0,À Vendre,580000.0,Tunis,L'aouina
Appartements,2.0,2.0,127.0,À Vendre,310000.0,Tunis,L'aouina
Appartements,2.0,1.0,100.0,À Vendre,182000.0,Tunis,L'aouina
Appartements,3.0,2.0,170.0,À Louer,1450.0,Tunis,La Marsa
Appartements,1.0,1.0,55.0,À Louer,900.0,Tunis,Le Kram
Maisons et Villas,9.0,2.0,468.0,À Vendre,580000.0,Tunis,Autres villes
Appartements,3.0,2.0,280.0,À Louer,2700.0,Tunis,La Marsa
Appartements,3.0,3.0,172.0,À Vendre,590000.0,Tunis,Carthage
Locations de vacances,2.0,1.0,80.0,À Louer,50.0,Tunis,Le Kram
Maisons et Villas,6.0,3.0,200.0,À Vendre,480000.0,Tunis,La Marsa
Appartements,2.0,1.0,55.0,À Louer,600.0,Tunis,Centre Ville - Lafayette
Maisons et Villas,4.0,3.0,240.0,À Vendre,550000.0,Tunis,La Marsa
Bureaux et Plateaux,5.0,4.0,235.0,À Louer,5000.0,Tunis,La Marsa
Appartements,2.0,1.0,500.0,À Vendre,980000.0,Tunis,Le Bardo
Appartements,3.0,1.0,80.0,À Louer,300.0,Tunis,Autres villes
Terrains et Fermes,,,,À Vendre,15500.0,Tunis,Autres villes
Colocations,2.0,1.0,85.0,À Louer,220.0,Tunis,Autres villes
Appartements,2.0,1.0,115.0,À Louer,350.0,Tunis,Autres villes
Maisons et Villas,3.0,1.0,120.0,À Louer,160.0,Tunis,Autres villes
Maisons et Villas,6.0,2.0,337.0,À Vendre,700000000.0,Tunis,Autres villes
Maisons et Villas,3.0,2.0,200.0,À Louer,1000.0,Tunis,Menzah
Terrains et Fermes,,,,À Vendre,1650000.0,Tunis,Autres villes
Appartements,1.0,1.0,70.0,À Louer,800.0,Tunis,Carthage
Appartements,2.0,1.0,90.0,À Louer,450.0,Tunis,Tunis
Maisons et Villas,3.0,1.0,170.0,À Louer,500.0,Tunis,Autres villes
Appartements,2.0,1.0,100.0,À Vendre,260000.0,Tunis,Menzah
Bureaux et Plateaux,2.0,1.0,50.0,À Louer,750.0,Tunis,Centre Ville - Lafayette
Appartements,2.0,1.0,60.0,À Vendre,140000.0,Tunis,Le Kram
Appartements,4.0,2.0,150.0,À Louer,1100.0,Tunis,Le Kram
Appartements,1.0,1.0,62.0,À Vendre,66000.0,Tunis,Médina
Appartements,3.0,2.0,159.0,À Vendre,390000.0,Tunis,Menzah
Maisons et Villas,8.0,2.0,340.0,À Vendre,600000.0,Tunis,Carthage
Terrains et Fermes,,,,À Vendre,1200000.0,Tunis,La Marsa
Appartements,2.0,1.0,80.0,À Louer,780.0,Tunis,Autres villes
Appartements,2.0,1.0,100.0,À Louer,460.0,Tunis,El Omrane supérieur
Terrains et Fermes,,,,À Vendre,119250.0,Tunis,La Marsa
Maisons et Villas,6.0,1.0,270.0,À Vendre,120000.0,Tunis,Autres villes
Appartements,3.0,3.0,196.0,À Vendre,880000.0,Tunis,L'aouina
Appartements,3.0,3.0,237.0,À Louer,2500.0,Tunis,Tunis
Maisons et Villas,4.0,2.0,465.0,À Vendre,1050000.0,Tunis,Menzah
Appartements,2.0,1.0,70.0,À Louer,750.0,Tunis,Centre Ville - Lafayette
Colocations,3.0,1.0,120.0,À Louer,200.0,Tunis,Cité El Khadra
Appartements,3.0,1.0,90.0,À Louer,800.0,Tunis,El Omrane supérieur
Appartements,3.0,1.0,100.0,À Louer,370.0,Tunis,Tunis
Bureaux et Plateaux,5.0,3.0,220.0,À Louer,2300.0,Tunis,La Marsa
